sex	status	age	survived
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
male	third	child	0.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	1.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
female	third	child	0.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	1.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
male	crew	adult	0.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	1.0
female	crew	adult	0.0
female	crew	adult	0.0
female	crew	adult	0.0
